method	rule_type	feature1	op1	threshold1	feature2	op2	threshold2	sample_count	selected_by_rule	mean_sample_delta_L1_pp	max_sample_worse_L1_pp	improved_samples	worsened_samples	mean_panel_delta_L1_pp	max_panel_worse_L1_pp	improved_panels	worsened_panels	selected_cached_mean_delta_L1_pp	selected_cached_improved_samples	selected_cached_worsened_samples	external_mean_delta_L1_pp	external_improved_samples	external_worsened_samples	cached_gain_preserved_frac	strict_combined_sample_safe
guarded_feature_allocator_a002_refined_guard	single	s_xny_median	>=	230.3				38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	single	s_xny_mean	>=	345.7788366336634				38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	single	xny_max_median	>=	230.3				38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	single	xny_max_mean	>=	345.7788366336634				38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	single	s_depth_median	>=	0.2253115				38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	single	u_depth_median	>=	0.12905				38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	s_xny_mean	>=	345.7788366336634	38	33	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	xny_max_median	>=	230.3	38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	xny_max_mean	>=	345.7788366336634	38	33	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	s_depth_median	>=	0.2253115	38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	u_depth_median	>=	0.12905	38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	xny_max_median	>=	230.3	38	33	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	xny_max_mean	>=	345.7788366336634	38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	s_depth_median	>=	0.2253115	38	33	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	u_depth_median	>=	0.12905	38	33	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	xny_max_mean	>=	345.7788366336634	38	33	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	s_depth_median	>=	0.2253115	38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	u_depth_median	>=	0.12905	38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_mean	>=	345.7788366336634	s_depth_median	>=	0.2253115	38	33	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_mean	>=	345.7788366336634	u_depth_median	>=	0.12905	38	33	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_depth_median	>=	0.2253115	u_depth_median	>=	0.12905	38	34	-0.26295468938063477	0.0	33	0	-0.11727034536489217	0.0	5	0	-0.3114738356868235	29	0	-0.0041859090809617805	4	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	single	s_breadth_median	>=	0.11932904999999999				38	34	-0.26266728144928203	0.0	32	0	-0.11666359528759189	0.0	5	0	-0.3114738356868235	29	0	-0.0023656588490609254	3	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	s_breadth_median	>=	0.11932904999999999	38	33	-0.26266728144928203	0.0	32	0	-0.11666359528759189	0.0	5	0	-0.3114738356868235	29	0	-0.0023656588490609254	3	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	s_breadth_median	>=	0.11932904999999999	38	33	-0.26266728144928203	0.0	32	0	-0.11666359528759189	0.0	5	0	-0.3114738356868235	29	0	-0.0023656588490609254	3	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	s_breadth_median	>=	0.11932904999999999	38	33	-0.26266728144928203	0.0	32	0	-0.11666359528759189	0.0	5	0	-0.3114738356868235	29	0	-0.0023656588490609254	3	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_mean	>=	345.7788366336634	s_breadth_median	>=	0.11932904999999999	38	33	-0.26266728144928203	0.0	32	0	-0.11666359528759189	0.0	5	0	-0.3114738356868235	29	0	-0.0023656588490609254	3	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_depth_median	>=	0.2253115	s_breadth_median	>=	0.11932904999999999	38	33	-0.26266728144928203	0.0	32	0	-0.11666359528759189	0.0	5	0	-0.3114738356868235	29	0	-0.0023656588490609254	3	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	u_depth_median	>=	0.12905	s_breadth_median	>=	0.11932904999999999	38	33	-0.26266728144928203	0.0	32	0	-0.11666359528759189	0.0	5	0	-0.3114738356868235	29	0	-0.0023656588490609254	3	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	single	s_breadth_median	>=	0.187603				38	30	-0.26238383952141503	0.0	30	0	-0.11606521788431697	0.0	4	0	-0.3114738356868235	29	0	-0.0005705266392361982	1	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	s_breadth_median	>=	0.187603	38	30	-0.26238383952141503	0.0	30	0	-0.11606521788431697	0.0	4	0	-0.3114738356868235	29	0	-0.0005705266392361982	1	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	s_breadth_median	>=	0.187603	38	30	-0.26238383952141503	0.0	30	0	-0.11606521788431697	0.0	4	0	-0.3114738356868235	29	0	-0.0005705266392361982	1	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	s_breadth_median	>=	0.187603	38	30	-0.26238383952141503	0.0	30	0	-0.11606521788431697	0.0	4	0	-0.3114738356868235	29	0	-0.0005705266392361982	1	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_mean	>=	345.7788366336634	s_breadth_median	>=	0.187603	38	30	-0.26238383952141503	0.0	30	0	-0.11606521788431697	0.0	4	0	-0.3114738356868235	29	0	-0.0005705266392361982	1	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_depth_median	>=	0.2253115	s_breadth_median	>=	0.187603	38	30	-0.26238383952141503	0.0	30	0	-0.11606521788431697	0.0	4	0	-0.3114738356868235	29	0	-0.0005705266392361982	1	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	u_depth_median	>=	0.12905	s_breadth_median	>=	0.187603	38	30	-0.26238383952141503	0.0	30	0	-0.11606521788431697	0.0	4	0	-0.3114738356868235	29	0	-0.0005705266392361982	1	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	single	reported_ani_median	>=	0.9623946				38	30	-0.2622937563678514	0.0	29	0	-0.11587504233790491	0.0	3	0	-0.3114738356868235	29	0	0.0	0	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	reported_ani_median	>=	0.9623946	38	29	-0.2622937563678514	0.0	29	0	-0.11587504233790491	0.0	3	0	-0.3114738356868235	29	0	0.0	0	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	reported_ani_median	>=	0.9623946	38	30	-0.2622937563678514	0.0	29	0	-0.11587504233790491	0.0	3	0	-0.3114738356868235	29	0	0.0	0	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	reported_ani_median	>=	0.9623946	38	29	-0.2622937563678514	0.0	29	0	-0.11587504233790491	0.0	3	0	-0.3114738356868235	29	0	0.0	0	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_mean	>=	345.7788366336634	reported_ani_median	>=	0.9623946	38	30	-0.2622937563678514	0.0	29	0	-0.11587504233790491	0.0	3	0	-0.3114738356868235	29	0	0.0	0	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_depth_median	>=	0.2253115	reported_ani_median	>=	0.9623946	38	29	-0.2622937563678514	0.0	29	0	-0.11587504233790491	0.0	3	0	-0.3114738356868235	29	0	0.0	0	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	u_depth_median	>=	0.12905	reported_ani_median	>=	0.9623946	38	29	-0.2622937563678514	0.0	29	0	-0.11587504233790491	0.0	3	0	-0.3114738356868235	29	0	0.0	0	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.11932904999999999	reported_ani_median	>=	0.9623946	38	30	-0.2622937563678514	0.0	29	0	-0.11587504233790491	0.0	3	0	-0.3114738356868235	29	0	0.0	0	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.187603	reported_ani_median	>=	0.9623946	38	29	-0.2622937563678514	0.0	29	0	-0.11587504233790491	0.0	3	0	-0.3114738356868235	29	0	0.0	0	0	0.9768179881109648	True
guarded_feature_allocator_a002_refined_guard	single	s_depth_median	>=	0.2939449				38	30	-0.2509818021598054	0.0	30	0	-0.10053678464289546	0.0	4	0	-0.29726765083964996	27	0	-0.004123942533968176	3	0	0.9322657486891558	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	s_depth_median	>=	0.2939449	38	30	-0.2509818021598054	0.0	30	0	-0.10053678464289546	0.0	4	0	-0.29726765083964996	27	0	-0.004123942533968176	3	0	0.9322657486891558	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	s_depth_median	>=	0.2939449	38	30	-0.2509818021598054	0.0	30	0	-0.10053678464289546	0.0	4	0	-0.29726765083964996	27	0	-0.004123942533968176	3	0	0.9322657486891558	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	s_depth_median	>=	0.2939449	38	30	-0.2509818021598054	0.0	30	0	-0.10053678464289546	0.0	4	0	-0.29726765083964996	27	0	-0.004123942533968176	3	0	0.9322657486891558	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_mean	>=	345.7788366336634	s_depth_median	>=	0.2939449	38	30	-0.2509818021598054	0.0	30	0	-0.10053678464289546	0.0	4	0	-0.29726765083964996	27	0	-0.004123942533968176	3	0	0.9322657486891558	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	u_depth_median	>=	0.12905	s_depth_median	>=	0.2939449	38	30	-0.2509818021598054	0.0	30	0	-0.10053678464289546	0.0	4	0	-0.29726765083964996	27	0	-0.004123942533968176	3	0	0.9322657486891558	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.11932904999999999	s_depth_median	>=	0.2939449	38	29	-0.2506943942284527	0.0	29	0	-0.09993003456559518	0.0	4	0	-0.29726765083964996	27	0	-0.002303692302067321	2	0	0.9322657486891558	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.187603	s_depth_median	>=	0.2939449	38	28	-0.2504207364922162	0.0	28	0	-0.09935231267798479	0.0	4	0	-0.29726765083964996	27	0	-0.0005705266392361982	1	0	0.9322657486891558	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	reported_ani_median	>=	0.9623946	s_depth_median	>=	0.2939449	38	27	-0.2503306533386526	0.0	27	0	-0.09916213713157274	0.0	3	0	-0.29726765083964996	27	0	0.0	0	0	0.9322657486891558	True
guarded_feature_allocator_a002_refined_guard	single	s_xny_median	>=	297.90000000000003				38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	single	s_xny_mean	>=	403.5382411725516				38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	single	xny_max_median	>=	297.90000000000003				38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	single	xny_max_mean	>=	403.5382411725516				38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	s_xny_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	xny_max_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	230.3	xny_max_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	s_xny_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	xny_max_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	345.7788366336634	xny_max_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	s_xny_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	s_xny_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	230.3	xny_max_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_mean	>=	345.7788366336634	s_xny_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_mean	>=	345.7788366336634	s_xny_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_mean	>=	345.7788366336634	xny_max_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_depth_median	>=	0.2253115	s_xny_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_depth_median	>=	0.2253115	s_xny_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_depth_median	>=	0.2253115	xny_max_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_depth_median	>=	0.2253115	xny_max_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	u_depth_median	>=	0.12905	s_xny_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	u_depth_median	>=	0.12905	s_xny_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	u_depth_median	>=	0.12905	xny_max_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	u_depth_median	>=	0.12905	xny_max_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	297.90000000000003	s_xny_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	297.90000000000003	xny_max_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_median	>=	297.90000000000003	xny_max_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	403.5382411725516	xny_max_median	>=	297.90000000000003	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_xny_mean	>=	403.5382411725516	xny_max_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	xny_max_median	>=	297.90000000000003	xny_max_mean	>=	403.5382411725516	38	30	-0.2489141674714702	0.0	30	0	-0.08762924355665574	0.0	4	0	-0.2948123346472518	27	0	-0.004123942533968176	3	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.11932904999999999	s_xny_median	>=	297.90000000000003	38	29	-0.24862675954011743	0.0	29	0	-0.08702249347935546	0.0	4	0	-0.2948123346472518	27	0	-0.002303692302067321	2	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.11932904999999999	s_xny_mean	>=	403.5382411725516	38	29	-0.24862675954011743	0.0	29	0	-0.08702249347935546	0.0	4	0	-0.2948123346472518	27	0	-0.002303692302067321	2	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.11932904999999999	xny_max_median	>=	297.90000000000003	38	29	-0.24862675954011743	0.0	29	0	-0.08702249347935546	0.0	4	0	-0.2948123346472518	27	0	-0.002303692302067321	2	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.11932904999999999	xny_max_mean	>=	403.5382411725516	38	29	-0.24862675954011743	0.0	29	0	-0.08702249347935546	0.0	4	0	-0.2948123346472518	27	0	-0.002303692302067321	2	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.187603	s_xny_median	>=	297.90000000000003	38	28	-0.24835310180388093	0.0	28	0	-0.08644477159174507	0.0	4	0	-0.2948123346472518	27	0	-0.0005705266392361982	1	0	0.9245655930149369	True
guarded_feature_allocator_a002_refined_guard	two_feature_and	s_breadth_median	>=	0.187603	s_xny_mean	>=	403.5382411725516	38	28	-0.24835310180388093	0.0	28	0	-0.08644477159174507	0.0	4	0	-0.2948123346472518	27	0	-0.0005705266392361982	1	0	0.9245655930149369	True
